url,triplet
https://www.earthsake.com/store/media/ss_size1/Recycled-Glass-JellyFish.jpg,"[{'head': ""'three glass jellys sitting on top of a table'"", 'type': 'main subject', 'tail': 'jellys'}]"
https://cdn.shopify.com/s/files/1/2132/6651/products/AntibTurquGrColl_989x1024.jpg?v=1618757001,"[{'head': 'three pieces of jewelry on a white surface', 'type': 'facet of', 'tail': 'white'}]"
https://cdn.shopify.com/s/files/1/2132/6651/products/AntibTurquGrColl_989x1024.jpg?v=1618757001,"[{'head': 'three pieces of jewelry on a white surface', 'type': 'subclass of', 'tail': 'jewelry'}]"
https://cdn.shopify.com/s/files/1/2132/6651/products/AntibTurquGrColl_989x1024.jpg?v=1618757001,"[{'head': 'three pieces of jewelry on a white surface', 'type': 'facet of', 'tail': 'white surface'}]"
https://img.huffingtonpost.com/asset/5baec3881f00003901230863.jpeg?ops=scalefit_600_noupscale,"[{'head': 'international space station', 'type': 'continent', 'tail': 'earth'}]"
https://img.huffingtonpost.com/asset/5baec3881f00003901230863.jpeg?ops=scalefit_600_noupscale,"[{'head': 'international space station', 'type': 'location', 'tail': 'earth'}]"
https://img.huffingtonpost.com/asset/5baec3881f00003901230863.jpeg?ops=scalefit_600_noupscale,"[{'head': 'space station', 'type': 'part of', 'tail': 'earth'}]"
https://media.apnarm.net.au/media/images/2020/02/26/v3imagesbincafff3d76e513d1601b01cdb6df393ec-tg1z96kgw709depewt2_t1880.jpg,"[{'head': 'two female cricket players walking on a field', 'type': 'sport', 'tail': 'cricket'}]"
https://media.apnarm.net.au/media/images/2020/02/26/v3imagesbincafff3d76e513d1601b01cdb6df393ec-tg1z96kgw709depewt2_t1880.jpg,"[{'head': 'cricket', 'type': 'uses', 'tail': 'field'}, {'head': 'field', 'type': 'sport', 'tail': 'cricket'}]"
https://media.apnarm.net.au/media/images/2020/02/26/v3imagesbincafff3d76e513d1601b01cdb6df393ec-tg1z96kgw709depewt2_t1880.jpg,"[{'head': 'walking on a field', 'type': 'sport', 'tail': 'cricket'}]"
https://i1.wp.com/www.society19.com/wp-content/uploads/2018/08/Society19-UVA-whitney.jpg?resize=740%2C600&ssl=1,"[{'head': 'campus surrounded by trees', 'type': 'subclass of', 'tail': 'aerial view'}]"
https://i1.wp.com/www.society19.com/wp-content/uploads/2018/08/Society19-UVA-whitney.jpg?resize=740%2C600&ssl=1,"[{'head': 'campus surrounded by trees', 'type': 'instance of', 'tail': 'aerial view'}]"
https://i1.wp.com/www.society19.com/wp-content/uploads/2018/08/Society19-UVA-whitney.jpg?resize=740%2C600&ssl=1,"[{'head': 'campus surrounded by trees', 'type': 'instance of', 'tail': 'aerial'}]"
https://cdn2.eyeem.com/thumb/245d8e8bcab258cc5e608d5a642f9e97a8330f5c-1579088245630/w/750,"[{'head': 'beer', 'type': 'has part', 'tail': 'cans'}]"
https://cdn2.eyeem.com/thumb/245d8e8bcab258cc5e608d5a642f9e97a8330f5c-1579088245630/w/750,"[{'head': 'beer', 'type': 'different from', 'tail': 'cans'}]"
https://cdn2.eyeem.com/thumb/245d8e8bcab258cc5e608d5a642f9e97a8330f5c-1579088245630/w/750,"[{'head': 'beer', 'type': 'has part', 'tail': 'cans of beer'}]"
"https://static.wixstatic.com/media/69753e_34f2b382b82f4dfdbe513f5f6e3f007a~mv2.jpeg/v1/fill/w_498,h_665,al_c,q_85,usm_0.66_1.00_0.01/69753e_34f2b382b82f4dfdbe513f5f6e3f007a~mv2.jpeg","[{'head': 'fishnet', 'type': 'subclass of', 'tail': 'stockings'}]"
"https://static.wixstatic.com/media/69753e_34f2b382b82f4dfdbe513f5f6e3f007a~mv2.jpeg/v1/fill/w_498,h_665,al_c,q_85,usm_0.66_1.00_0.01/69753e_34f2b382b82f4dfdbe513f5f6e3f007a~mv2.jpeg","[{'head': 'tights', 'type': 'subclass of', 'tail': 'stockings'}]"
"https://static.wixstatic.com/media/69753e_34f2b382b82f4dfdbe513f5f6e3f007a~mv2.jpeg/v1/fill/w_498,h_665,al_c,q_85,usm_0.66_1.00_0.01/69753e_34f2b382b82f4dfdbe513f5f6e3f007a~mv2.jpeg","[{'head': 'fishnet', 'type': 'subclass of', 'tail': 'tights'}]"
https://i.pinimg.com/236x/59/df/44/59df4464e6964bbf0ed2a24cebc5dfa4--coastal-inspired-bedroom-diy-beach-theme-bedroom.jpg,"[{'head': 'picture inside of it', 'type': 'subclass of', 'tail': 'jar'}]"
https://i.pinimg.com/236x/59/df/44/59df4464e6964bbf0ed2a24cebc5dfa4--coastal-inspired-bedroom-diy-beach-theme-bedroom.jpg,"[{'head': ""'a glass jar with a picture inside of it'"", 'type': 'instance of', 'tail': 'jar'}]"
https://i.pinimg.com/236x/59/df/44/59df4464e6964bbf0ed2a24cebc5dfa4--coastal-inspired-bedroom-diy-beach-theme-bedroom.jpg,"[{'head': ""'a glass jar with a picture inside of it'"", 'type': 'subclass of', 'tail': 'jar'}]"
https://i.pinimg.com/236x/34/8d/1d/348d1dde2247af9ea52cb67ada607815.jpg,"[{'head': ""'a woman wearing a black and gold dress'"", 'type': 'instance of', 'tail': 'dress'}]"
https://i.pinimg.com/236x/34/8d/1d/348d1dde2247af9ea52cb67ada607815.jpg,"[{'head': ""'a woman wearing a black and gold dress'"", 'type': 'depicts', 'tail': 'dress'}]"
https://i.pinimg.com/236x/34/8d/1d/348d1dde2247af9ea52cb67ada607815.jpg,"[{'head': ""'a woman wearing a black and gold dress"", 'type': 'instance of', 'tail': 'dress'}]"
https://www.thewrangleronline.com/wp-content/uploads/2019/01/36680350-053A-41A9-8A30-5DA4B973DEF7-900x720.jpeg,"[{'head': ""'a girl in a maroon shirt"", 'type': 'instrument', 'tail': 'clarinet'}]"
https://www.thewrangleronline.com/wp-content/uploads/2019/01/36680350-053A-41A9-8A30-5DA4B973DEF7-900x720.jpeg,"[{'head': ""'a girl in a maroon shirt playing a clarinet'"", 'type': 'instrument', 'tail': 'clarinet'}]"
https://www.thewrangleronline.com/wp-content/uploads/2019/01/36680350-053A-41A9-8A30-5DA4B973DEF7-900x720.jpeg,"[{'head': 'girl in a maroon shirt', 'type': 'instrument', 'tail': 'clarinet'}]"
https://www.cocosbride.com/pdcimg/list/image/2019/11/c5cec9555fb1c787d1cfd529c2fd2f9a.jpg,"[{'head': 'bridesmaid dress', 'type': 'subclass of', 'tail': 'dress'}]"
https://www.cocosbride.com/pdcimg/list/image/2019/11/c5cec9555fb1c787d1cfd529c2fd2f9a.jpg,"[{'head': 'dress', 'type': 'used by', 'tail': 'bridesmaid'}]"
https://www.cocosbride.com/pdcimg/list/image/2019/11/c5cec9555fb1c787d1cfd529c2fd2f9a.jpg,"[{'head': 'bridesmaid dress', 'type': 'use', 'tail': 'bridesmaid'}]"
https://cdn.shopify.com/s/files/1/0451/0209/products/172453-3_768x1024.jpg?v=1600889960,"[{'head': 'statue', 'type': 'depicts', 'tail': 'dog'}]"
https://cdn.shopify.com/s/files/1/0451/0209/products/172453-3_768x1024.jpg?v=1600889960,"[{'head': 'statue of a dog', 'type': 'depicts', 'tail': 'dog'}]"
https://cdn.shopify.com/s/files/1/0451/0209/products/172453-3_768x1024.jpg?v=1600889960,"[{'head': ""statue of a dog with a butterfly on it's wing"", 'type': 'depicts', 'tail': 'dog'}]"
https://assets.dice.com/techpro/companies/brandMax/Experis/logo.png,"[{'head': 'the experis manpower group logo', 'type': 'instance of', 'tail': 'logo'}]"
https://assets.dice.com/techpro/companies/brandMax/Experis/logo.png,"[{'head': ""'the experis manpower group logo'"", 'type': 'instance of', 'tail': 'logo'}]"
https://assets.dice.com/techpro/companies/brandMax/Experis/logo.png,"[{'head': 'the experis manpower group', 'type': 'instance of', 'tail': 'logo'}]"
https://stories.isu.pub/78302670/images/39_original_file_I0.jpg,"[{'head': ""'a group of men standing on top of a boat'"", 'type': 'depicts', 'tail': 'boat'}]"
https://stories.isu.pub/78302670/images/39_original_file_I0.jpg,"[{'head': 'John F. Kennedy School of Government', 'type': 'part of', 'tail': 'Harvard University'}]"
https://stories.isu.pub/78302670/images/39_original_file_I0.jpg,"[{'head': ""'a group of men standing on top of a boat'"", 'type': 'main subject', 'tail': 'boat'}]"
https://www.rockmountain.com/assets/productPhotos/EnvironmentallySafeWaterSolutionsLarge.jpg,"[{'head': 'cleaning products', 'type': 'part of', 'tail': 'store'}]"
https://www.rockmountain.com/assets/productPhotos/EnvironmentallySafeWaterSolutionsLarge.jpg,"[{'head': 'cleaning product', 'type': 'use', 'tail': 'cleaning'}]"
https://www.rockmountain.com/assets/productPhotos/EnvironmentallySafeWaterSolutionsLarge.jpg,"[{'head': 'cleaning products', 'type': 'subclass of', 'tail': 'store'}]"
http://marialichtsteiner.ch/garten/wp-content/uploads/2017/06/Garden-Barge-Square_22-300x200.png,"[{'head': 'John F. Kennedy School of Government', 'type': 'part of', 'tail': 'Harvard University'}]"
http://marialichtsteiner.ch/garten/wp-content/uploads/2017/06/Garden-Barge-Square_22-300x200.png,"[{'head': ""'a bunch of boats that are sitting in the water'"", 'type': 'instance of', 'tail': 'film'}]"
http://marialichtsteiner.ch/garten/wp-content/uploads/2017/06/Garden-Barge-Square_22-300x200.png,"[{'head': 'John F. Kennedy', 'type': 'position held', 'tail': 'Secretary of Defense'}]"
http://i.ebayimg.com/images/g/HGAAAOSwyTValHr-/s-l300.png,"[{'head': 'white shirt', 'type': 'has part', 'tail': 'pants'}]"
http://i.ebayimg.com/images/g/HGAAAOSwyTValHr-/s-l300.png,"[{'head': 'white shirt', 'type': 'followed by', 'tail': 'pants'}]"
http://i.ebayimg.com/images/g/HGAAAOSwyTValHr-/s-l300.png,"[{'head': 'white shirt', 'type': 'subclass of', 'tail': 'pants'}]"
http://carrieonyall.com/wp-content/uploads/2014/11/obama-turkey-300x225.jpg,"[{'head': ""'a group of people standing around a turkey'"", 'type': 'depicts', 'tail': 'turkey'}]"
http://carrieonyall.com/wp-content/uploads/2014/11/obama-turkey-300x225.jpg,"[{'head': ""'a group of people standing around a turkey'"", 'type': 'main subject', 'tail': 'turkey'}]"
http://carrieonyall.com/wp-content/uploads/2014/11/obama-turkey-300x225.jpg,"[{'head': 'Turkey', 'type': 'named after', 'tail': 'turkey'}]"
https://cdn.shopify.com/s/files/1/1364/2765/products/123.1440_300x.jpg?v=1561631706,"[{'head': 'usb cable', 'type': 'connects with', 'tail': 'cell phone'}]"
https://cdn.shopify.com/s/files/1/1364/2765/products/123.1440_300x.jpg?v=1561631706,"[{'head': 'usb', 'type': 'connects with', 'tail': 'cell phone'}]"
https://cdn.shopify.com/s/files/1/1364/2765/products/123.1440_300x.jpg?v=1561631706,"[{'head': 'cell phone', 'type': 'connects with', 'tail': 'usb cable'}]"
https://ae01.alicdn.com/kf/H689b879447de4658ae00968376cfbcba0/EYHIMD-Unique-Design-Human-Duality-Hide-Yin-and-Yang-Skull-Rings-Men-s-Punk-Goth-Stainless.jpg_640x640q80.jpg.webp?1000,"[{'head': 'skull', 'type': 'part of', 'tail': 'ring'}]"
https://ae01.alicdn.com/kf/H689b879447de4658ae00968376cfbcba0/EYHIMD-Unique-Design-Human-Duality-Hide-Yin-and-Yang-Skull-Rings-Men-s-Punk-Goth-Stainless.jpg_640x640q80.jpg.webp?1000,"[{'head': 'skull', 'type': 'use', 'tail': 'ring'}]"
https://ae01.alicdn.com/kf/H689b879447de4658ae00968376cfbcba0/EYHIMD-Unique-Design-Human-Duality-Hide-Yin-and-Yang-Skull-Rings-Men-s-Punk-Goth-Stainless.jpg_640x640q80.jpg.webp?1000,"[{'head': ""'a close up of a ring with a skull on it'"", 'type': 'depicts', 'tail': 'ring'}]"
https://reallylocalgroup.co.uk/wp-content/uploads/2020/11/Storyhouse-Sidcup-Visuals.png,"[{'head': ""artist's rendering"", 'type': 'depicts', 'tail': 'building'}]"
https://reallylocalgroup.co.uk/wp-content/uploads/2020/11/Storyhouse-Sidcup-Visuals.png,"[{'head': 'street', 'type': 'located in the administrative territorial entity', 'tail': 'city'}]"
https://reallylocalgroup.co.uk/wp-content/uploads/2020/11/Storyhouse-Sidcup-Visuals.png,"[{'head': 'street', 'type': 'different from', 'tail': 'building'}]"
https://s3.amazonaws.com/wbez-cdn/legacy/image/chicagonycpolishchart4.png,"[{'head': 'graph', 'type': 'depicts', 'tail': 'number of people'}]"
https://s3.amazonaws.com/wbez-cdn/legacy/image/chicagonycpolishchart4.png,"[{'head': 'graph', 'type': 'depicts', 'tail': 'number of people'}, {'head': 'number of people', 'type': 'depicts', 'tail': 'graph'}]"
https://s3.amazonaws.com/wbez-cdn/legacy/image/chicagonycpolishchart4.png,"[{'head': 'graph', 'type': 'depicts', 'tail': 'number of people in the city'}]"
https://i.pinimg.com/236x/11/a5/0b/11a50b37a691b1922a8ccf0895334f7b.jpg,"[{'head': 'crackers', 'type': 'subclass of', 'tail': 'bowl'}]"
https://i.pinimg.com/236x/11/a5/0b/11a50b37a691b1922a8ccf0895334f7b.jpg,"[{'head': 'cracker', 'type': 'subclass of', 'tail': 'bowl'}]"
https://i.pinimg.com/236x/11/a5/0b/11a50b37a691b1922a8ccf0895334f7b.jpg,"[{'head': 'crackers', 'type': 'part of', 'tail': 'bowl'}]"
https://photos.smugmug.com/photos/i-JnBmhvr/0/S/i-JnBmhvr-S.jpg,"[{'head': 'cutting a ribbon', 'type': 'location', 'tail': 'room'}]"
https://photos.smugmug.com/photos/i-JnBmhvr/0/S/i-JnBmhvr-S.jpg,"[{'head': 'cutting a ribbon', 'type': 'part of', 'tail': 'room'}]"
https://photos.smugmug.com/photos/i-JnBmhvr/0/S/i-JnBmhvr-S.jpg,"[{'head': 'Cutting a ribbon', 'type': 'location', 'tail': 'room'}]"
https://www.cottagesincanada.com/_photos/Moyen2/2808720190731170010386.jpg,"[{'head': 'grass', 'type': 'subclass of', 'tail': 'house'}]"
https://www.cottagesincanada.com/_photos/Moyen2/2808720190731170010386.jpg,"[{'head': 'grass', 'type': 'part of', 'tail': 'house'}]"
https://www.cottagesincanada.com/_photos/Moyen2/2808720190731170010386.jpg,"[{'head': 'house that is in the grass', 'type': 'named after', 'tail': 'grass'}]"
https://www.terragalleria.com/images/black-white/np-alaska/lacl21167-bw.jpeg,"[{'head': 'mountain range', 'type': 'subclass of', 'tail': 'photo'}]"
https://www.terragalleria.com/images/black-white/np-alaska/lacl21167-bw.jpeg,"[{'head': ""'a black and white photo of a mountain range'"", 'type': 'instance of', 'tail': 'photo'}]"
https://www.terragalleria.com/images/black-white/np-alaska/lacl21167-bw.jpeg,"[{'head': ""'a black and white photo of a mountain range'"", 'type': 'depicts', 'tail': 'mountain range'}]"
https://cdn-res.keymedia.com/cms/images/ca/119/0299_637303597281052307.jpg,"[{'head': 'clock tower', 'type': 'part of', 'tail': 'building'}]"
https://cdn-res.keymedia.com/cms/images/ca/119/0299_637303597281052307.jpg,"[{'head': 'clock tower', 'type': 'subclass of', 'tail': 'building'}]"
https://cdn-res.keymedia.com/cms/images/ca/119/0299_637303597281052307.jpg,"[{'head': 'clock tower', 'type': 'subclass of', 'tail': 'stone building'}]"
https://www.provence-netz.de/ext/290/q-xx.bstatic%5Ec/xdata/images/hotel/max600/142343906.jpg?k=83126778d966d058239db32643358f8bd1a25f38616d6a3749c04930aa797ae1&o=,"[{'head': 'table', 'type': 'part of', 'tail': 'patio'}]"
https://www.provence-netz.de/ext/290/q-xx.bstatic%5Ec/xdata/images/hotel/max600/142343906.jpg?k=83126778d966d058239db32643358f8bd1a25f38616d6a3749c04930aa797ae1&o=,"[{'head': 'patio', 'type': 'part of', 'tail': 'house'}]"
https://www.provence-netz.de/ext/290/q-xx.bstatic%5Ec/xdata/images/hotel/max600/142343906.jpg?k=83126778d966d058239db32643358f8bd1a25f38616d6a3749c04930aa797ae1&o=,"[{'head': 'patio', 'type': 'has parts of the class', 'tail': 'table'}]"
https://www.mytravelingbaby.solutions/wp-content/uploads/2018/12/JOOVY-Room2-Twin-Nursery-Center-Review-e1610449063114.png,"[{'head': 'crib', 'type': 'used by', 'tail': 'baby'}]"
https://www.mytravelingbaby.solutions/wp-content/uploads/2018/12/JOOVY-Room2-Twin-Nursery-Center-Review-e1610449063114.png,"[{'head': 'crib', 'type': 'part of', 'tail': 'baby'}]"
https://www.mytravelingbaby.solutions/wp-content/uploads/2018/12/JOOVY-Room2-Twin-Nursery-Center-Review-e1610449063114.png,"[{'head': 'white', 'type': 'opposite of', 'tail': 'black'}]"
https://i.ebayimg.com/thumbs/images/g/BA4AAOSwI-BWMRiB/s-l300.jpg,"[{'head': 'chewy treat', 'type': 'subclass of', 'tail': 'chewy'}]"
https://i.ebayimg.com/thumbs/images/g/BA4AAOSwI-BWMRiB/s-l300.jpg,"[{'head': 'chewy', 'type': 'subclass of', 'tail': 'treat'}]"
https://i.ebayimg.com/thumbs/images/g/BA4AAOSwI-BWMRiB/s-l300.jpg,"[{'head': 'chewy treats', 'type': 'subclass of', 'tail': 'chewy'}]"
http://murraylundberg.com/history/images/lythgoe-aircraft-n1593v-lockheed_l749a_constellation-pacific_northern-port_hardy-1950s.jpg,"[{'head': 'tarmac', 'type': 'part of', 'tail': 'airport'}]"
http://murraylundberg.com/history/images/lythgoe-aircraft-n1593v-lockheed_l749a_constellation-pacific_northern-port_hardy-1950s.jpg,"[{'head': 'airport', 'type': 'has part', 'tail': 'tarmac'}]"
http://murraylundberg.com/history/images/lythgoe-aircraft-n1593v-lockheed_l749a_constellation-pacific_northern-port_hardy-1950s.jpg,"[{'head': 'jetliner', 'type': 'location', 'tail': 'airport'}]"
https://i2.wp.com/shop.hopsandbubbles.co.uk/wp-content/uploads/2020/06/larkins_bob_kegs2.jpg?resize=324%2C324&ssl=1,"[{'head': 'barrel', 'type': 'use', 'tail': 'beer'}]"
https://i2.wp.com/shop.hopsandbubbles.co.uk/wp-content/uploads/2020/06/larkins_bob_kegs2.jpg?resize=324%2C324&ssl=1,"[{'head': 'barrel', 'type': 'part of', 'tail': 'beer'}]"
https://i2.wp.com/shop.hopsandbubbles.co.uk/wp-content/uploads/2020/06/larkins_bob_kegs2.jpg?resize=324%2C324&ssl=1,"[{'head': 'barrel', 'type': 'facet of', 'tail': 'beer'}]"
https://www.kidderminstershuttle.co.uk/resources/images/10744098.jpg?htype=0&type=mc3,"[{'head': 'guitar', 'type': 'use', 'tail': 'playing'}]"
https://www.kidderminstershuttle.co.uk/resources/images/10744098.jpg?htype=0&type=mc3,"[{'head': 'guitars', 'type': 'subclass of', 'tail': 'group of people'}]"
https://www.kidderminstershuttle.co.uk/resources/images/10744098.jpg?htype=0&type=mc3,"[{'head': 'guitars', 'type': 'part of', 'tail': 'group of people'}]"
https://cdn.getinthetrailer.com/wp-content/uploads/jetson-green-eco-airstream-road_137492-840x450.jpg,"[{'head': 'toilet', 'type': 'part of', 'tail': 'bathroom'}]"
https://cdn.getinthetrailer.com/wp-content/uploads/jetson-green-eco-airstream-road_137492-840x450.jpg,"[{'head': 'sink', 'type': 'part of', 'tail': 'toilet'}]"
https://cdn.getinthetrailer.com/wp-content/uploads/jetson-green-eco-airstream-road_137492-840x450.jpg,"[{'head': 'bathroom', 'type': 'has part', 'tail': 'toilet'}]"
https://www.be-a-door.com/shop/jp/4136-home_default/metzler-3076-50-18-germany-gold-filled.jpg,"[{'head': 'sunglasses', 'type': 'part of', 'tail': 'table'}]"
https://www.be-a-door.com/shop/jp/4136-home_default/metzler-3076-50-18-germany-gold-filled.jpg,"[{'head': 'sunglasses', 'type': 'location', 'tail': 'table'}]"
https://www.be-a-door.com/shop/jp/4136-home_default/metzler-3076-50-18-germany-gold-filled.jpg,"[{'head': ""'a pair of sunglasses sitting on top of a table'"", 'type': 'instance of', 'tail': 'sunglasses'}]"
https://images.tcdn.com.br/img/img_prod/837843/cortina_blackout_dianneli_2_80_x_2_30m_195_1_20200909191117.jpg,"[{'head': 'couch', 'type': 'part of', 'tail': 'living room'}]"
https://images.tcdn.com.br/img/img_prod/837843/cortina_blackout_dianneli_2_80_x_2_30m_195_1_20200909191117.jpg,"[{'head': 'living room', 'type': 'has part', 'tail': 'window'}]"
https://images.tcdn.com.br/img/img_prod/837843/cortina_blackout_dianneli_2_80_x_2_30m_195_1_20200909191117.jpg,"[{'head': 'living room', 'type': 'has part', 'tail': 'couch'}]"
https://lacuadramagazine.com/wp-content/uploads/soy-ilegal-yepes-261x300.jpg,"[{'head': ""'a painting of a man in a black hat'"", 'type': 'instance of', 'tail': 'painting'}]"
https://lacuadramagazine.com/wp-content/uploads/soy-ilegal-yepes-261x300.jpg,"[{'head': 'painting of a man in a black hat', 'type': 'depicts', 'tail': 'black hat'}]"
https://lacuadramagazine.com/wp-content/uploads/soy-ilegal-yepes-261x300.jpg,"[{'head': 'painting of a man in a black hat', 'type': 'depicts', 'tail': 'a man in a black hat'}]"
https://www.usplastic.com/catalog/images/products/sheet/44017p.jpg,"[{'head': 'tubes', 'type': 'has part', 'tail': 'plastic'}]"
https://www.usplastic.com/catalog/images/products/sheet/44017p.jpg,"[{'head': 'clear plastic tubes', 'type': 'has part', 'tail': 'blue'}]"
https://www.usplastic.com/catalog/images/products/sheet/44017p.jpg,"[{'head': 'blue', 'type': 'facet of', 'tail': 'blue'}]"
http://bettybluesloungewear.com/wp-content/uploads/2014/09/Bridal-Nell-Teddy-Front-Betty-Blues-Loungerie-HR-720x555.jpg,"[{'head': ""'a woman in a white lingerie posing for a picture'"", 'type': 'main subject', 'tail': 'lingerie'}]"
http://bettybluesloungewear.com/wp-content/uploads/2014/09/Bridal-Nell-Teddy-Front-Betty-Blues-Loungerie-HR-720x555.jpg,"[{'head': ""'a woman in a white lingerie posing for a picture'"", 'type': 'depicts', 'tail': 'lingerie'}]"
http://bettybluesloungewear.com/wp-content/uploads/2014/09/Bridal-Nell-Teddy-Front-Betty-Blues-Loungerie-HR-720x555.jpg,"[{'head': ""'a woman in a white lingerie posing for a picture'"", 'type': 'instance of', 'tail': 'picture'}]"
https://i.pinimg.com/236x/ec/5d/e8/ec5de8d96ee0758ec3ab4aa1f26150cc.jpg,"[{'head': 'bed', 'type': 'part of', 'tail': 'bedroom'}]"
https://i.pinimg.com/236x/ec/5d/e8/ec5de8d96ee0758ec3ab4aa1f26150cc.jpg,"[{'head': 'bed', 'type': 'part of', 'tail': 'bedroom'}, {'head': 'closet', 'type': 'part of', 'tail': 'bedroom'}]"
https://i.pinimg.com/236x/ec/5d/e8/ec5de8d96ee0758ec3ab4aa1f26150cc.jpg,"[{'head': 'bed', 'type': 'part of', 'tail': 'bed'}]"
https://cdnb.artstation.com/p/assets/images/images/021/958/245/smaller_square/jarell-pryor-duck1.jpg?1573585759,"[{'head': 'tie', 'type': 'has part', 'tail': 'checkered'}]"
https://cdnb.artstation.com/p/assets/images/images/021/958/245/smaller_square/jarell-pryor-duck1.jpg?1573585759,"[{'head': 'checkered', 'type': 'subclass of', 'tail': 'tie'}]"
https://cdnb.artstation.com/p/assets/images/images/021/958/245/smaller_square/jarell-pryor-duck1.jpg?1573585759,"[{'head': 'checkered tie', 'type': 'has part', 'tail': 'checkered'}]"
https://www.rapidgrowthmedia.com/galleries/Features/5stand.jpg,"[{'head': 'living room', 'type': 'subclass of', 'tail': 'group of people'}]"
https://www.rapidgrowthmedia.com/galleries/Features/5stand.jpg,"[{'head': 'living room', 'type': 'subclass of', 'tail': 'group'}]"
https://www.rapidgrowthmedia.com/galleries/Features/5stand.jpg,"[{'head': 'living room', 'type': 'subclass of', 'tail': 'group of people sitting around a living room'}]"
http://www.theroaringseason.com/attachment.php?s=d1224d1231d21b41a4a4515e5e18d0f6&attachmentid=62297&d=1561609445,"[{'head': ""'a black and white photo of a man standing next to a car'"", 'type': 'instance of', 'tail': 'photo'}]"
http://www.theroaringseason.com/attachment.php?s=d1224d1231d21b41a4a4515e5e18d0f6&attachmentid=62297&d=1561609445,"[{'head': 'photo of a man standing next to a car', 'type': 'instance of', 'tail': 'photo'}]"
http://www.theroaringseason.com/attachment.php?s=d1224d1231d21b41a4a4515e5e18d0f6&attachmentid=62297&d=1561609445,"[{'head': ""'a black and white photo"", 'type': 'instance of', 'tail': 'photo'}]"
https://i.pinimg.com/236x/af/6c/70/af6c70baed8f6e8f5613dcceee0d0306--fabric-flowers-felt-flowers.jpg,"[{'head': ""'a close up of a bunch of flowers on a table'"", 'type': 'instance of', 'tail': 'picture'}]"
https://i.pinimg.com/236x/af/6c/70/af6c70baed8f6e8f5613dcceee0d0306--fabric-flowers-felt-flowers.jpg,"[{'head': ""'a close up of a bunch of flowers on a table'"", 'type': 'depicts', 'tail': 'flower'}]"
https://i.pinimg.com/236x/af/6c/70/af6c70baed8f6e8f5613dcceee0d0306--fabric-flowers-felt-flowers.jpg,"[{'head': ""'a close up of a bunch of flowers on a table'"", 'type': 'depicts', 'tail': 'flowers'}]"
https://peoplesworld.org/wp-content/uploads/2020/09/Ron-Daniels.jpg,"[{'head': 'button', 'type': 'subclass of', 'tail': 'close up'}]"
https://peoplesworld.org/wp-content/uploads/2020/09/Ron-Daniels.jpg,"[{'head': 'button', 'type': 'subclass of', 'tail': 'camera'}]"
https://peoplesworld.org/wp-content/uploads/2020/09/Ron-Daniels.jpg,"[{'head': 'button', 'type': 'use', 'tail': 'close up'}]"
https://photos.smugmug.com/Client-Images/2020/Real-Estate-2020/Weichert/Jessica-Wormeck/1602-S-Branch-Drive-Whitehouse-Station-NJ/i-nVxjw5J/1/060c3dfa/S/Jessica%20Wormeck%201602%20S%20Branch%20Drive%20Whitehouse%20Station%20NJ-online_15-S.jpg,"[{'head': 'bed', 'type': 'part of', 'tail': 'bed room'}]"
https://photos.smugmug.com/Client-Images/2020/Real-Estate-2020/Weichert/Jessica-Wormeck/1602-S-Branch-Drive-Whitehouse-Station-NJ/i-nVxjw5J/1/060c3dfa/S/Jessica%20Wormeck%201602%20S%20Branch%20Drive%20Whitehouse%20Station%20NJ-online_15-S.jpg,"[{'head': 'bed room', 'type': 'has part', 'tail': 'bed'}]"
https://photos.smugmug.com/Client-Images/2020/Real-Estate-2020/Weichert/Jessica-Wormeck/1602-S-Branch-Drive-Whitehouse-Station-NJ/i-nVxjw5J/1/060c3dfa/S/Jessica%20Wormeck%201602%20S%20Branch%20Drive%20Whitehouse%20Station%20NJ-online_15-S.jpg,"[{'head': 'flat screen tv', 'type': 'part of', 'tail': 'bed room'}]"
https://cdn.vor.us/event/434442/92e7cd034224457bb10d0bcb49f61baf.image!png.408224.png.TOADFACE_0917_616.png,"[{'head': 'Monster Face', 'type': 'instance of', 'tail': 'poster'}]"
https://cdn.vor.us/event/434442/92e7cd034224457bb10d0bcb49f61baf.image!png.408224.png.TOADFACE_0917_616.png,"[{'head': ""'a poster for a concert with a monster face on it'"", 'type': 'depicts', 'tail': 'monster face'}]"
https://cdn.vor.us/event/434442/92e7cd034224457bb10d0bcb49f61baf.image!png.408224.png.TOADFACE_0917_616.png,"[{'head': ""'a poster for a concert with a monster face on it'"", 'type': 'instance of', 'tail': 'poster'}]"
http://www.boulderblueline.org/wp-content/uploads/2013/10/brickback3-300x225.jpg,"[{'head': ""'a woman standing in front of a brick wall'"", 'type': 'depicts', 'tail': 'brick wall'}]"
http://www.boulderblueline.org/wp-content/uploads/2013/10/brickback3-300x225.jpg,"[{'head': ""'a woman standing in front of a brick wall'"", 'type': 'depicts', 'tail': ""'a woman standing in front of a brick wall'""}]"
http://www.boulderblueline.org/wp-content/uploads/2013/10/brickback3-300x225.jpg,"[{'head': ""'a woman standing in front of a brick wall'"", 'type': 'depicts', 'tail': 'a brick wall'}]"
https://cdn.shopify.com/s/files/1/1723/5225/products/westcroft-colonial-grey-three-drawer-commode-tn7248-8f.2491_110x110@2x.jpg?v=1605108796,"[{'head': 'couch', 'type': 'part of', 'tail': 'living room'}]"
